Paper_ID,Artcle-URI,Article-Title,Condition-Extracted-Western,Normalized-Condition-Western,MONDO-OR-HP-Term,Exact-OR-Synonym,MONDO-OR-HP-Term-URI,Comment from TEAM-Core
1771,https://doi.org/10.1371/journal.pone.0104582,Phantom Acupuncture: Dissociating Somatosensory and Cognitive/Affective Components of Acupuncture Stimulation with a Novel Form of Placebo Acupuncture,"Not specified (the paper discusses acupuncture in general terms and its effects on pain, but does not specify a primary medical condition or disease)","Not specified (the paper discusses acupuncture in general terms and its effects on pain, but does not specify a primary medical condition or disease)",,,,
510,https://doi.org/10.1155/2016/4683121,Pharmacopuncture in Korea: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,	- Obesity - Musculoskeletal conditions (including low back pain and cervicalgia) - Bell's palsy,"Obesity, Musculoskeletal conditions, low back pain, cervicalgia, Bell's palsy",NOT FOUND,,,
1767,https://doi.org/10.1097/BOR.0000000000000160,Physical therapies in the management of osteoarthritis: current state of the evidence,Osteoarthritis (specifically knee and hip osteoarthritis),Knee osteoarthritis and hip osteoarthritis,"Knee osteoarthritis, osteoarthritis, hip","Exact - HP, Synonym - MONDO","http://purl.obolibrary.org/obo/HP_0005086, http://purl.obolibrary.org/obo/MONDO_0006629",
54,https://doi.org/10.1016/j.ctim.2006.04.003,Physician and treatment characteristics in a randomised multicentre trial of acupuncture in patients with osteoarthritis of the knee,Osteoarthritis of the knee,Knee osteoarthritis,Knee osteoarthritis,Exact - HP,http://purl.obolibrary.org/obo/HP_0005086,
724,https://doi.org/10.1016/j.jpain.2009.08.010,Physician Characteristics and Variation in Treatment Outcomes: Are Better Qualified and Experienced Physicians More Successful in Treating Patients With Chronic Pain With Acupuncture?,"Chronic low back pain, headache, pain due to osteoarthritis of the knee or hip, neck pain","Chronic low back pain, headache, pain due to Knee osteoarthritis or hip, neck pain","Low back pain, Headache, Pain, Neck pain","Exact - HP, Exact - HP, Exact - HP, Exact - HP","http://purl.obolibrary.org/obo/HP_0003419, http://purl.obolibrary.org/obo/HP_0002315, http://purl.obolibrary.org/obo/HP_0012531, http://purl.obolibrary.org/obo/HP_0030833",
1386,https://doi.org/10.1109/IEMBS.2004.1404015,Physiologic Responses to Acupuncture Point Stimulation: A Pilot Study to Evaluate Methods and Instrumentation,Not applicable (the study involves healthy participants and does not focus on a specific disease or condition),Not applicable (the study involves healthy participants and does not focus on a specific disease or condition),NOT FOUND,,,
379,https://doi.org/10.1136/acupmed-2012-010280,"Physiological changes associated with de qi during electroacupuncture to LI4 and LI11: a randomised, placebo-controlled trial",Not specified (the study focuses on physiological responses in healthy subjects),Not specified (the study focuses on physiological responses in healthy subjects),,,,
586,https://doi.org/10.1007/s11764-007-0034-x,Pilot study of acupuncture for the treatment of joint symptoms related to adjuvant aromatase inhibitor therapy in postmenopausal breast cancer patients,AI-induced arthralgias (joint symptoms related to aromatase inhibitor therapy in postmenopausal breast cancer patients),arthralgia,NOT FOUND,,,
1837,https://pubmed.ncbi.nlm.nih.gov/19476729.0/,"Pilot, Randomized, Modified, Double Blind, Placebo Controlled Trial of Acupuncture for Cancer Related Fatigue",Cancer related fatigue,"Cancer, fatigue",NOT FOUND,,,
709,https://doi.org/10.1136/acupmed-2014-010530,Plasma nesfatin-1 level in obese patients after acupuncture: a randomised controlled trial,Obesity,Obesity,obesity disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0011122,
1832,https://doi.org/10.1136/acupmed-2014-010689,Postoperative analgesia after low-frequency electroacupuncture as adjunctive treatment in inguinal hernia surgery with abdominal wall mesh reconstruction,Inguinal hernia,Inguinal hernia,Inguinal hernia,Exact - HP,http://purl.obolibrary.org/obo/HP_0000023,
1787,https://doi.org/10.1046/j.1365-2044.1998.00516.x,Postoperative nausea and vomiting in arthroscopic day-case surgery: a comparison between desflurane and isoflurane,Postoperative nausea and vomiting (PONV),Postoperative nausea and vomiting (PONV),Nausea and vomiting,Exact - HP,http://purl.obolibrary.org/obo/HP_0002017,
7,https://doi.org/10.1016/j.pmn.2009.08.001,Postoperative Pain: Acupuncture versus Percutaneous Electrical Nerve Stimulation,Postoperative pain in gynecologic oncology patients,Postoperative pain in gynecologic oncology patients,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
41,https://doi.org/10.1016/j.pain.2011.11.007,"Practice, practitioner, or placebo? A multifactorial, mixed-methods randomized controlled trial of acupuncture",Osteoarthritic (OA) pain,"Osteoarthritis, Osteoarthritic (OA) pain",osteoarthritis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005178,
162,https://doi.org/10.1093/aje/kwj224,Pragmatic Randomized Trial Evaluating the Clinical and Economic Effectiveness of Acupuncture for Chronic Low Back Pain,Chronic low back pain,Chronic low back pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
1761,https://doi.org/10.1097/ajp.0b013e31827eb511,Predicting Prognostic Factors in a Randomized Controlled Trial of Acupuncture Versus Topiramate Treatment in Patients With Chronic Migraine,Chronic Migraine (CM),Chronic Migraine (CM),migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
1599,https://pubmed.ncbi.nlm.nih.gov/3788644.0/,Predictive value of MMPI scales on smoking cessation programs outcomes,Smoking cessation,Nicotine dependence,nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,
1113,https://pubmed.ncbi.nlm.nih.gov/4617772.0/,Preliminary Clinical Study of Acupuncture in Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,rheumatoid arthritis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008383,
1426,https://doi.org/10.1016/j.jad.2004.05.009,Preliminary communication Acupuncture: a promising treatment for depression during pregnancy,Depression during pregnancy,Depression during pregnancy,Depression,Exact - HP,http://purl.obolibrary.org/obo/HP_0000716,done: TCM
22,https://doi.org/10.1097/00000542-200108000-00015,"Preoperative Intradermal Acupuncture Reduces Postoperative Pain, Nausea and Vomiting, Analgesic Requirement, and Sympathoadrenal Responses",Postoperative pain and symptoms following elective upper and lower abdominal surgery,Postoperative pain and symptoms following elective upper and lower abdominal surgery,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
372,https://doi.org/10.1213/01.ANE.0000048713.41657.D3,Pressure Applied on the Extra 1 Acupuncture Point Reduces Bispectral Index Values and Stress in Volunteers,Stress and anxiety,Stress and anxiety,anxiety,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0011918,
336,https://doi.org/10.1016/S0304-3959(00)00315-8,Pressure pain threshold and needle acupuncture in chronic tension-type headache ± a double-blind placebo-controlled study,Chronic tension-type headache,Chronic tension-type headache,Tension-type headache,Exact - HP,http://purl.obolibrary.org/obo/HP_0012228,
833,https://doi.org/10.1016/j.ctim.2004.10.004,Preventive and curative effects of acupuncture on the common cold: a multicentre randomized controlled trial in Japan,Common Cold,Common Cold,common cold,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005709,
216,https://doi.org/10.1016/j.ajo.2015.04.033,Prospective Evaluation of Acupuncture as Treatment for Glaucoma,Primary open-angle glaucoma,Primary open-angle glaucoma,open-angle glaucoma,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005338,
1582,https://doi.org/10.1159/000049773,Prospective Randomized Trial Using Laser Acupuncture versus Desmopressin in the Treatment of Nocturnal Enuresis,Nocturnal Enuresis (Monosymptomatic Nocturnal Enuresis),Nocturnal Enuresis (Monosymptomatic Nocturnal Enuresis),nocturnal enuresis,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0000022,
1070,https://doi.org/10.1089/acm.2012.0578,"Prospective, Randomized Controlled Trial of Physiotherapy and Acupuncture on Motor Function and Daily Activities in Patients with Ischemic Stroke",Ischemic stroke,Ischemic stroke,ischemic stroke,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060198,
580,https://doi.org/10.1080/01674820600724797,Psychological well-being improves in women with breast cancer after treatment with applied relaxation or electro-acupuncture for vasomotor symptom,Breast cancer with vasomotor symptoms,Breast cancer with vasomotor symptoms,breast cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007254,
1466,uri not found,Qici Method with Long Needles Treating 39 Patients with Scapulocostal Syndrome,Scapulocostal syndrome (scapulovertebrae pain syndrome),shoulder pain,NOT FOUND,,,
1769,https://doi.org/10.1186/1472-6882-14-151,Quality of reporting on randomized controlled trials of acupuncture for stroke rehabilitation,Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
292,https://doi.org/10.1016/j.fertnstert.2004.12.056,Quantitative evaluation of spermatozoa ultrastructure after acupuncture treatment for idiopathic male infertility,Idiopathic male infertility,Idiopathic male infertility,male infertility,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005372,
1782,https://doi.org/10.1007/s11726-012-0569-x,Quantity effect Relationship of Electroacupuncture for Urge Incontinence: A Multicenter Randomized Controlled Trial,Urinary Incontinence (UI),Urinary Incontinence (UI),Urinary incontinence,Exact - HP,http://purl.obolibrary.org/obo/HP_0000020,
875,https://doi.org/10.1016/S0304-3959(99)00107-4,Randomised clinical trial comparing the effects of acupuncture and a newly designed placebo needle in rotator cuff tendinitis,Rotator cuff tendinitis,tendinitis,NOT FOUND,,,
1778,https://doi.org/10.1111/and.12541,Randomised clinical trial of comparing effects of acupuncture and varicocelectomy on sperm parameters in infertile varicocele patients,Varicocele,Varicocele,varicocele,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0001498,
1397,https://doi.org/10.1136/acupmed-2013-010435,Randomised Clinical Trial of Five Ear Acupuncture Points for the Treatment of Overweight People,Obesity,Obesity,obesity disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0011122,
1776,https://doi.org/10.1111/j.1365-2036.2011.04979.x,Randomised clinical trial: an assessment of acupuncture on specific meridian or specific acupoint vs. sham acupuncture for treating functional dyspepsia,Functional dyspepsia (FD),Functional dyspepsia (FD),dyspepsia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002268,
505,https://doi.org/10.1136/acupmed-2013-010470,Randomised clinical trials on acupuncture in the Korean literature: bibliometric analysis and methodological quality,"	- Musculoskeletal conditions: Low back pain, Shoulder pain, Sprain (ankle, wrist), Knee osteoarthritis, Neck pain, Myalgia, Elbow joint pain, Axial apondyloarthritis - Circulatory conditions: Stroke, Essential hypertension - Nervous system conditions: Bell’s palsy, Headache, Parkinson’s disease, Dizziness - Genitourinary conditions: Primary dysmenorrhoea, Hot flush, Premenstrual tension syndrome, Stress incontinence - Mental and behavioural disorder: Unspecified mood disorder, Anxiety disorder, Tobacco use - Ear, nose and throat conditions: Temporomandibular joint disorder, Allergic rhinitis, Tinnitus - Digestive conditions: Dyspepsia, Constipation - Motor or non-motor vehicle accident - Endocrine, nutritional and metabolic conditions: Obesity - Postprocedural disorders: Nausea, vomiting, pain after surgery - Symptoms, signs and abnormal clinical and laboratory findings not elsewhere classified: Fatigue - Conditions of the skin and subcutaneous tissue: Acne vulgaris","	- Musculoskeletal conditions: Low back pain, Shoulder pain, Sprain (ankle, wrist), Knee osteoarthritis, Neck pain, Myalgia, Elbow joint pain, Axial apondyloarthritis - Circulatory conditions: Stroke, Essential hypertension - Nervous system conditions: Bell’s palsy, Headache, Parkinson’s disease, Dizziness - Genitourinary conditions: Primary dysmenorrhoea, Hot flush, Premenstrual tension syndrome, Stress incontinence - Mental and behavioural disorder: Unspecified mood disorder, Anxiety disorder, Tobacco use - Ear, nose and throat conditions: Temporomandibular joint disorder, Allergic rhinitis, Tinnitus - Digestive conditions: Dyspepsia, Constipation - Motor or non-motor vehicle accident - Endocrine, nutritional and metabolic conditions: Obesity - Postprocedural disorders: Nausea, vomiting, pain after surgery - Symptoms, signs and abnormal clinical and laboratory findings not elsewhere classified: Fatigue - Conditions of the skin and subcutaneous tissue: Acne vulgaris","Shoulder pain, Knee osteoarthritis, Neck pain, Myalgia, Headache, anxiety disorder, allergic rhinitis, Vomiting, Pain","Exact - HP, Exact - HP, Exact - HP, Exact - HP, Exact - HP, Exact - MONDO, Exact - MONDO, Exact - HP, Exact - HP","http://purl.obolibrary.org/obo/HP_0030834, http://purl.obolibrary.org/obo/HP_0005086, http://purl.obolibrary.org/obo/HP_0030833, http://purl.obolibrary.org/obo/HP_0003326, http://purl.obolibrary.org/obo/HP_0002315, http://purl.obolibrary.org/obo/MONDO_0005618, http://purl.obolibrary.org/obo/MONDO_0011786, http://purl.obolibrary.org/obo/HP_0002013, http://purl.obolibrary.org/obo/HP_0012531",
1572,uri not found,Randomised comparison of the antiemetic effects of metoclopramide and electro-acupuncture in cancer chemotherapy,Cancer (chemotherapy induced nausea and vomiting),Cancer (chemotherapy induced nausea and vomiting),cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004992,
623,https://doi.org/10.1136/jnnp.2003.021485,Randomised control trial of tongue acupuncture versus sham acupuncture in improving functional outcome in cerebral. palsy,Cerebral Palsy (CP),Cerebral Palsy (CP),cerebral palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006497,
1155,https://doi.org/10.1136/aim.20.4.175,Randomised Controlled Trial Comparing the Effectiveness of Electroacupuncture and TENS for Low Back Pain: A Preliminary Study for a Pragmatic Trial,Low back pain (LBP) without sciatica,Low back pain,NOT FOUND,,,
156,https://doi.org/10.1136/bmj.38878.907361.7C,Randomised controlled trial of a short course of traditional acupuncture compared with usual care for persistent non-specific low back pain,Persistent non-specific low back pain,Persistent non-specific low back pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
548,https://doi.org/10.1136/bmj.322.7302.1574,"Randomised trial of acupuncture compared with conventional massage and ""sham"" laser acupuncture for treatment of chronic neck pain",Chronic neck pain,Chronic neck pain,Neck pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030833,
876,https://doi.org/10.1016/j.pain.2004.08.030,Randomised trial of long term effect of acupuncture for shoulder pain,"Shoulder pain (from soft tissues lesions) including conditions like rotator cuff lesions, capsulitis, bicipital tendonitis, and bursitis.","Shoulder pain (from soft tissues lesions) including conditions like rotator cuff lesions, capsulitis, bicipital tendonitis, and bursitis.","bursitis, bursitis","Synonym - MONDO, Exact - MONDO","http://purl.obolibrary.org/obo/MONDO_0002471, http://purl.obolibrary.org/obo/MONDO_0002471",
534,https://doi.org/10.1016/j.ctim.2006.05.003,Randomised trial of trigger point acupuncture compared with other acupuncture for treatment of chronic neck pain,Chronic neck pain (CNP),Chronic neck pain (CNP),Neck pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030833,
11,https://doi.org/10.1136/aim.2010.003251,"Randomised, controlled study of preoperative eletroacupuncture for postoperative pain control after cardiac surgery",Cardiac surgery,Cardiac surgery,NOT FOUND,,,
233,https://doi.org/10.1097/MD.0000000000001968,Randomized Clinical Trial Comparing Efficacy of Simo Decoction and Acupuncture or Chewing Gum Alone on Postoperative Ileus in Patients With Hepatocellular Carcinoma After Hepatectomy,Postoperative ileus in patients with hepatocellular carcinoma (HCC),Postoperative ileus in patients with hepatocellular carcinoma (HCC),ileus,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004567,
1316,https://doi.org/10.1016/j.eujim.2011.09.003,Randomized Clinical Trial Comparing the Effects of Electro acupuncture and Maprotiline in Treating Depression,Major Depression,major depressive disorder,major depressive disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002009,
719,https://doi.org/10.11607/ofph.23.4.12,Randomized Clinical Trial of Acupuncture for Myofascial Pain of the Jaw Muscles,Myofascial pain of the jaw muscles,"Myofascial pain, jaw pain",NOT FOUND,,,
1449,https://doi.org/10.1159/000210216,Randomized Clinical Trials of Acupuncture for Asthma a Systematic Review,Asthma,Asthma,asthma,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0004979,
1790,https://doi.org/10.1093/ecam/nem130,Randomized Clinical Trials on Acupuncture in Korean Literature: A Systematic Review,	- Insomnia - Postoperative nausea and vomiting - Temporomandibular disorder (TMD) - Allergic rhinitis - Premenstrual syndrome - Frozen shoulder - Chronic low back pain - Chronic headache - Post-thoracotomy pain - Dysmenorrhea,"Insomnia, Postoperative nausea, vomiting, Temporomandibular disorder, Allergic rhinitis, Premenstrual syndrome, Frozen shoulder, back pain, headache, Post-thoracotomy pain, Dysmenorrhea",NOT FOUND,,,
1815,https://doi.org/10.1016/j.jclinepi.2014.04.004,Randomized cohort trial was shown to be feasible for evaluating treatments in low back pain,Low back pain (LBP),Low back pain (LBP),Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
1829,https://doi.org/10.1016/j.jtcvs.2008.07.053,Randomized controlled trial of a special acupuncture technique for pain after thoracotomy,Postthoracotomy pain,Postthoracotomy pain,Pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012531,
940,https://doi.org/10.1002/cncr.26550,Randomized Controlled Trial of Acupuncture for Prevention of Radiation-Induced Xerostomia Among Patients With Nasopharyngeal Carcinoma,Xerostomia (dry mouth),Xerostomia (dry mouth),Xerostomia,Exact - HP,http://purl.obolibrary.org/obo/HP_0000217,
1828,https://doi.org/10.1089/acm.2007.0768,Randomized Controlled Trial of Acupuncture Versus Sham Acupuncture in Autism Spectrum Disorder,Autism Spectrum Disorder,Autism Spectrum Disorder,autism spectrum disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005258,
1824,https://pubmed.ncbi.nlm.nih.gov/20806998.0/,Randomized Controlled Trial of Electro Acupuncture for Autism Spectrum Disorder,Autism Spectrum Disorder (ASD),Autism Spectrum Disorder (ASD),autism spectrum disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005258,
1233,https://doi.org/10.1001/archophthalmol.2010.306,Randomized Controlled Trial of Patching vs Acupuncture for Anisometropic Amblyopia in Children Aged 7 to 12 Years,Anisometropic Amblyopia,Anisometropic Amblyopia,NOT FOUND,,,
621,https://doi.org/10.1089/acm.2007.0756,Randomized Controlled Trial of Traditional Chinese Medicine (Acupuncture and Tuina) in Cerebral Palsy: Part 1-Any Increase in Seizure in Integrated Acupuncture and Rehabilitation Group Versus Rehabilitation Group?,Cerebral Palsy (CP),Cerebral Palsy (CP),cerebral palsy,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0006497,
813,https://doi.org/10.1016/j.fertnstert.2010.05.024,Randomized controlled trial: effects of acupuncture on pregnancy rates in women undergoing in vitro fertilization,Infertility,Infertility,Infertility,Exact - HP,http://purl.obolibrary.org/obo/HP_0000789,
245,https://doi.org/10.3748/wjg.v20.i31.11000,Randomized controlled trial: Moxibustion and acupuncture for the treatment of Crohn's disease,Crohn's disease (CD),Crohn's disease (CD),Crohn disease,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005011,
551,https://doi.org/10.1089/acm.2008.0135,Randomized Controlled Trials of Acupuncture for Neck Pain: Systematic Review and Meta-Analysis,Neck pain,Neck pain,Neck pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030833,
513,https://doi.org/10.1155/2014/194047,Randomized Controlled Trials on Complementary and Traditional Medicine in the Korean Literature,Musculoskeletal conditions,Musculoskeletal conditions,NOT FOUND,,,
444,https://doi.org/10.1097/MLR.0000000000000237,Randomized Effectiveness Trial of a Brief Course of Acupuncture for Posttraumatic Stress Disorder,Posttraumatic Stress Disorder (PTSD),Post-traumatic Stress Disorder (PTSD),post-traumatic stress disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005146,
780,https://doi.org/10.1016/j.jad.2012.04.008,Randomized non-invasive sham-controlled pilot trial of electroacupuncture for postpartum depression,Postpartum depression,Postpartum depression,postpartum depression,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0005929,
110,https://doi.org/10.1001/archinte.161.8.1081,"Randomized Trial Comparing Traditional Chinese Medical Acupuncture, Therapeutic Massage, and Self-care Education for Chronic Low Back Pain",Chronic Low Back Pain,Chronic Low Back Pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,done:TCM
1258,uri not found,Randomized Trial Of Acupuncture Compared With Prokinetic Drugs And Sham Acupuncture For Chronic Idiopathic Dyspepsia,Chronic idiopathic dyspepsia (CID),Chronic idiopathic dyspepsia (CID),dyspepsia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002268,
977,https://doi.org/10.1001/archinte.158.20.2251,Randomized Trial of Acupuncture for Nicotine Withdrawal Symptoms,Nicotine Withdrawal Symptoms,"Nicotine dependence, Nicotine Withdrawal Symptoms",nicotine dependence,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0008575,done:TCM
180,https://doi.org/10.1161/CIRCULATIONAHA.106.661140,Randomized Trial of Acupuncture to Lower Blood Pressure,Arterial hypertension (high blood pressure),hypertension,NOT FOUND,,,
859,https://doi.org/10.1016/j.jams.2013.02.002,Randomized Trial of Trigger Point Acupuncture Treatment for Chronic Shoulder Pain: A Preliminary Study,Chronic shoulder pain,Chronic shoulder pain,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
325,https://doi.org/10.1016/j.jclinepi.2006.06.014,Randomized trial vs. observational study of acupuncture for migraine found that patient characteristics differed but outcomes were similar,Migraine,Migraine,migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
1826,https://doi.org/10.1016/j.ctim.2010.08.002,Randomized-controlled study of treating attention deficit hyperactivity disorder of preschool children with combined electro-acupuncture and behavior therapy ଝ,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),attention deficit-hyperactivity disorder,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007743,
738,https://doi.org/10.1200/JCO.2009.23.4708,"Randomized, Blinded, Sham-Controlled Trial of Acupuncture for the Management of Aromatase Inhibitor-Associated Joint Symptoms in Women With Early-Stage Breast Cancer",Breast cancer with AI-induced arthralgias,Breast cancer with AI-induced arthralgias,breast cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007254,
572,https://doi.org/10.1200/JCO.2007.12.0774,"Randomized, Controlled Trial of Acupuncture for the Treatment of Hot Flashes in Breast Cancer Patients",Hot flashes in breast cancer patients,Hot flashes in breast cancer patients,Hot flashes,Exact - HP,http://purl.obolibrary.org/obo/HP_0031217,
560,https://doi.org/10.1002/cncr.28973,"Randomized, Placebo-Controlled Trial of K1 Acupoint Acustimulation to Prevent Cisplatin-Induced or Oxaliplatin-Induced Nausea",Liver cancer (primary or metastatic),Liver cancer (primary or metastatic),liver cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0002691,
1539,https://doi.org/10.1177/136140969200600401,Real Versus Sham Acupuncture in the Treatment of Paralysis in Acute Stroke Patients: A CT Scan Lesion Site Study,Post stroke paralysis,"stroke, paralysis",NOT FOUND,,,
1549,uri not found,REATMENT OF ISCHEMIC APOPLECTIC HEMIPLEGIA,Ischemic apoplectic hemiplegia,"Ischemic stroke, hemiplegia",NOT FOUND,,,
1865,https://doi.org/10.1007/s10549-010-1283-3,Reducing vasomotor symptoms with acupuncture in breast cancer patients treated with adjuvant tamoxifen: a randomized controlled trial,Breast cancer with vasomotor symptoms (hot flushes and sweatings),Breast cancer with vasomotor symptoms (hot flashes and sweatings),breast cancer,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0007254,
168,https://doi.org/10.1186/1749-8546-5-15,Reduction of chronic non-specific low back pain: A randomised controlled clinical trial on acupuncture and baclofen,Chronic non-specific low back pain (LBP),Chronic non-specific low back pain (LBP),Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
1071,https://doi.org/10.1089/acm.2011.0047,Rehabilitation of Stroke Patients Using Yamamoto New Scalp Acupuncture: A Pilot Study,Stroke,Stroke,stroke disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005098,
1860,https://doi.org/10.1080/08869634.1992.11677929,Rehabilitative medicine adverse events of acupuncture and occlusal splint therapy in the treatment of craniomandibular disorders,Craniomandibular dysfunction (CMD),Craniomandibular dysfunction,NOT FOUND,,,
531,https://doi.org/10.1016/s0965-2299(02)00082-1,Relief of chronic neck and shoulder pain by manual acupuncture to tender points-a sham-controlled randomized trial,Chronic neck and shoulder pain,Chronic neck pain and shoulder pain,"Neck pain, Shoulder pain","Exact - HP, Exact - HP","http://purl.obolibrary.org/obo/HP_0030833, http://purl.obolibrary.org/obo/HP_0030834",
1465,https://doi.org/10.1089/acu.2011.0824,Relief of Chronic Shoulder and Neck Pain by Electro Acupuncture and Transcutaneous Electrical Nervous Stimulation: A Randomized Crossover Trial,Chronic neck and shoulder pain (myofascial pain),Chronic neck and shoulder pain (myofascial pain),Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
128,https://doi.org/10.1136/aim.24.3.103,"Relief of low back pain immediately after acupuncture treatment -a randomised, placebo controlled trial",Low back pain,Low back pain,Low back pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0003419,
872,https://doi.org/10.1016/j.apmr.2008.12.020,Remote Influences of Acupuncture on the Pain Intensity and the Amplitude Changes of Endplate Noise in the Myofascial Trigger Point of the Upper Trapezius Muscle,Chronic pain associated with myofascial trigger points (MTrPs) in the upper trapezius muscle.,Chronic pain associated with myofascial trigger points (MTrPs) in the upper trapezius muscle.,Chronic pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0012532,
1344,https://doi.org/10.1097/PHM.0b013e3182328875,Remote Therapeutic Effectiveness of Acupuncture in Treating Myofascial Trigger Point of the Upper Trapezius Muscle,Chronic shoulder pain due to myofascial trigger points (MTrPs) in the upper trapezius muscle,Chronic shoulder pain due to myofascial trigger points (MTrPs) in the upper trapezius muscle,Shoulder pain,Exact - HP,http://purl.obolibrary.org/obo/HP_0030834,
1827,https://doi.org/10.1371/journal.pone.0113172,Reporting Quality of Systematic Reviews/Meta-Analyses of Acupuncture,	- Nervous system diseases - Musculoskeletal system diseases - Mental illness,"Nervous system disease, Musculoskeletal system disease, Mental illness",NOT FOUND,,,
1444,https://doi.org/10.1136/aim.2009.000471,Research into acupuncture for respiratory disease in Japan: a systematic review,	- Asthma - Chronic obstructive pulmonary disease (COPD) - Chronic bronchitis - Usual/idiopathic interstitial pneumonia (UIP) - Common cold,"Asthma, Chronic obstructive pulmonary disease, bronchitis, pneumonia, Common cold",NOT FOUND,,,
746,https://doi.org/10.1093/ecam/nep085,Review Randomized Clinical Trials of Constitutional Acupuncture: A Systematic Review,	- Parkinson's disease (PD) - Herniated nucleus pulposus (HNP) - Osteoarthritis of the knee joint (OA),"Parkinson's disease, Herniated nucleus pulposus, knee osteoarthritis",NOT FOUND,,,
205,https://doi.org/10.1136/acupmed-2013-010495,Role of acupuncture in the management of diabetic painful neuropathy (DPN): a pilot RCT,Diabetic painful neuropathy (DPN),"diabetes, neuropathic pain",NOT FOUND,,,
902,https://doi.org/10.1016/j.ctcp.2007.01.001,Role of acupuncture in the treatment of insomnia: A comprehensive review,Insomnia,Insomnia,insomnia,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_0013600,
1285,https://doi.org/10.1586/14737175.7.9.1121,Role of acupuncture in the treatment of migraine,Migraine,Migraine,migraine disorder,Synonym - MONDO,http://purl.obolibrary.org/obo/MONDO_0005277,
341,https://doi.org/10.1111/j.1468-2982.2004.00803.x,Role of the needling per se in acupuncture as prophylaxis for menstrually related migraine: a randomized placebo-controlled study,Menstrually related migraine,"Menstruation, migraine",NOT FOUND,,,
1800,https://doi.org/10.1155/2012/480950,Scalp Acupuncture for Acute Ischemic Stroke: A Meta-Analysis of Randomized Controlled Trials,Acute ischemic stroke,Acute ischemic stroke,ischemic stroke,Exact - MONDO,http://purl.obolibrary.org/obo/MONDO_1060198,
